"","Taxa","sp","GEO3","ISO3","lon","lat","sol","sol_Hi","sol_Lo","sol_Mo","sol_VL","tot","lab","org","occ","sec","apa","stp10","stp100","stp20","stp30","PBR1","PBR2","PHO1","PHO2","PMEH1","PMEH2","PNZ1","PNZ2","POL1","POL2","TP1","TP2","NPlim","ext_P20"
"5003","PI576352.C00TDABXX.2.250020289","Sorghum bicolor","Southern Africa","BWA",26.82999992,-23.10000038,9,0,50,50,0,503.846771240234,43.1073417663574,24.3090305328369,87.0417938232422,28.822021484375,320.566558837891,493.733276367188,325.854156494141,348.389739990234,338.9658203125,1196,287,600,NA,1339,217,2601,2864,574,120,500,300,NA,17
"5004","PI576359.C00TDABXX.2.250020256","Sorghum bicolor","South Asia","IND",79.02999878,21.07999992,8,0,0,100,0,867.736206054688,47.0807609558105,105.651748657227,409.719512939453,53.2311134338379,252.05305480957,545.249267578125,470.709136962891,516.111145019531,485.387451171875,377,16,NA,NA,1052,484,3879,4204,881,NA,700,500,NA,NA
"5005","PI576364.C00TDABXX.2.250020301","Sorghum bicolor","South Asia","IND",76.80000305,30.36000061,9,0,40,60,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,645.414184570312,593.762023925781,605.068115234375,610.942199707031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5006","PI576366.C00TDABXX.2.250020254","Sorghum bicolor","South Asia","IND",82.72000122,26.79999924,11,0,70,30,0,321.88916015625,39.7714767456055,130.869049072266,73.3134765625,23.0836601257324,54.8514785766602,607.904541015625,553.987121582031,565.089904785156,578.107177734375,810,188,200,7,944,146,3126,3415,474,108,600,300,NA,NA
"5007","PI576375.C00TDABXX.2.250020279","Sorghum bicolor","Eastern Africa","ETH",39.52999878,9.670000076,11,0,60,40,0,867.736206054688,62.8959922790527,215.216430664062,327.580352783203,98.6888732910156,163.354507446289,692.9755859375,534.615905761719,642.859436035156,570.834228515625,620,20,NA,NA,1440,660,2930,2746,1006,NA,600,400,-0.0993340015411377,26
"5008","PI576376.C00TDABXX.2.250020291","Sorghum bicolor","Eastern Africa","ETH",38.70999908,14.13000011,11,0,60,40,0,545.81201171875,67.4385833740234,221.90837097168,124.314140319824,39.1418571472168,93.0090255737305,633.409606933594,490.949523925781,528.670043945312,504.067718505859,579,88,300,600,442,92,4302,5316,577,178,700,500,-0.0928919985890388,28
"5009","PI576380.B064FABXX.2.250009887","Sorghum bicolor","Eastern Africa","ETH",34.58000183,8.239999771,4,90,0,10,0,545.81201171875,67.4385833740234,221.90837097168,124.314140319824,39.1418571472168,93.0090255737305,441.212127685547,402.82470703125,404.118835449219,411.219268798828,223,52,300,400,893,27,4765,6234,524,182,700,500,-0.330639988183975,22
"5010","PI576381.C00TDABXX.2.250020315","Sorghum bicolor","Eastern Africa","ETH",38.70999908,14.13000011,11,0,60,40,0,545.81201171875,67.4385833740234,221.90837097168,124.314140319824,39.1418571472168,93.0090255737305,633.409606933594,490.949523925781,528.670043945312,504.067718505859,579,88,300,600,442,92,4302,5316,577,178,700,500,-0.0928919985890388,28
"5011","PI576390.C00TDABXX.1.250004185","Sorghum bicolor","South Asia","IND",74.19999695,17.28000069,8,0,0,100,0,867.736206054688,47.0807609558105,105.651748657227,409.719512939453,53.2311134338379,252.05305480957,656.003356933594,589.310302734375,630.244506835938,619.017028808594,377,16,NA,NA,1052,484,3879,4204,881,NA,700,500,-0.340519994497299,NA
"5012","PI576399.C00TDABXX.1.250004120","Sorghum bicolor","North Africa","SDN",30.44000053,10.5,9,0,30,70,0,297.140411376953,16.1219482421875,36.1785087585449,140.300979614258,18.2280216217041,86.3109664916992,562.953063964844,524.099487304688,524.088439941406,538.572265625,599,50,NA,NA,1350,548,3013,2962,889,NA,600,400,-0.417279988527298,25
"5013","PI576401.B064FABXX.2.250009837","Sorghum bicolor","South Asia","IND",76.36000061,25.45999908,8,0,0,100,0,297.140411376953,16.1219482421875,36.1785087585449,140.300979614258,18.2280216217041,86.3109664916992,708.221984863281,666.142883300781,680.179260253906,680.230224609375,377,16,NA,NA,1052,484,3879,4204,881,NA,700,500,NA,NA
"5014","PI576425.C00TDABXX.2.250020317","Sorghum bicolor","Eastern Africa","ETH",42.00999832,9.399999619,8,20,0,80,0,1323.80529785156,163.564651489258,538.213684082031,301.509887695312,94.9341430664062,225.582885742188,727.036315917969,521.021240234375,646.365539550781,562.591186523438,594,113,400,200,1034,79,3672,4621,506,129,600,400,-0.424739986658096,25
"5015","PI576426.C00TDABXX.2.250020303","Sorghum bicolor","Eastern Africa","ETH",39.68000031,11.82999992,11,0,60,40,0,867.736206054688,74.2404327392578,41.8655586242676,149.905334472656,49.6379318237305,552.086975097656,700.290771484375,558.331909179688,627.790222167969,583.094909667969,579,88,300,600,442,92,4302,5316,577,178,700,500,-0.226860001683235,27
"5016","PI576428.C00TDABXX.2.250020257","Sorghum bicolor","Eastern Africa","ETH",34.58000183,8.239999771,4,90,0,10,0,545.81201171875,67.4385833740234,221.90837097168,124.314140319824,39.1418571472168,93.0090255737305,441.212127685547,402.82470703125,404.118835449219,411.219268798828,223,52,300,400,893,27,4765,6234,524,182,700,500,-0.330639988183975,22
"5017","PI576435.C00TDABXX.2.250020259","Sorghum bicolor","South Asia","IND",75.38999939,17.47999954,8,0,0,100,0,867.736206054688,47.0807609558105,105.651748657227,409.719512939453,53.2311134338379,252.05305480957,602.132385253906,571.6875,606.81884765625,585.802612304688,377,16,NA,NA,1052,484,3879,4204,881,NA,700,500,NA,NA
"5018","PI585379.D1EYBACXX.8.250140213","Sorghum bicolor","Eastern Africa","ETH",37.72999954,10.35000038,9,0,30,70,0,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,618.507446289062,447.738525390625,535.703796386719,473.971405029297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"5019","PI585394.D1EYBACXX.8.250140214","Sorghum bicolor","Western Africa","NGA",8.880000114,11.75,12,0,80,20,0,545.81201171875,58.8752288818359,83.1131286621094,117.754028320312,28.8031044006348,257.266479492188,450.2109375,356.828857421875,386.381103515625,378.119812011719,2643,1642,NA,NA,NA,NA,1431,2004,NA,NA,200,300,NA,21
"5020","PI585405.D1EYBACXX.8.250140215","Sorghum bicolor","Western Africa","NGA",13.18999958,10.27999973,9,0,30,70,0,545.81201171875,58.8752288818359,83.1131286621094,117.754028320312,28.8031044006348,257.266479492188,369.563812255859,304.058380126953,324.610107421875,319.751678466797,1419,174,1000,NA,730,66,2037,2300,523,171,500,300,NA,24
"5021","PI585406.D1G0BACXX.7.250129916","Sorghum bicolor","Western Africa","NGA",13.18999958,10.27999973,9,0,30,70,0,545.81201171875,58.8752288818359,83.1131286621094,117.754028320312,28.8031044006348,257.266479492188,369.563812255859,304.058380126953,324.610107421875,319.751678466797,1419,174,1000,NA,730,66,2037,2300,523,171,500,300,NA,24
"5022","PI585411.D1G0BACXX.7.250129942","Sorghum bicolor","Western Africa","NGA",12.22999954,10.60999966,11,0,60,40,0,503.846771240234,26.460205078125,94.3858642578125,221.924713134766,22.10915184021,138.966857910156,481.594970703125,462.936309814453,476.276916503906,470.292999267578,2885,557,NA,NA,2283,404,2763,3279,681,92,600,400,-0.214389994740486,22
"5023","PI585412.D1G0BACXX.7.250129954","Sorghum bicolor","Western Africa","NGA",12.22999954,10.60999966,11,0,60,40,0,503.846771240234,26.460205078125,94.3858642578125,221.924713134766,22.10915184021,138.966857910156,481.594970703125,462.936309814453,476.276916503906,470.292999267578,2885,557,NA,NA,2283,404,2763,3279,681,92,600,400,-0.214389994740486,22
"5024","PI585413.D1G0BACXX.7.250129969","Sorghum bicolor","Western Africa","NGA",12.80000019,10.38000011,9,0,50,50,0,321.88916015625,34.7212944030762,49.015438079834,69.4446868896484,16.9864482879639,151.721282958984,416.522552490234,349.197448730469,380.866088867188,373.970062255859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.306879997253418,24
"5025","PI585414.D1G0BACXX.7.250129966","Sorghum bicolor","Western Africa","NGA",12.80000019,10.38000011,9,0,50,50,0,321.88916015625,34.7212944030762,49.015438079834,69.4446868896484,16.9864482879639,151.721282958984,416.522552490234,349.197448730469,380.866088867188,373.970062255859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.306879997253418,24
"5026","PI585415.D1G0BACXX.7.250129883","Sorghum bicolor","Western Africa","NGA",10.84000015,10.35000038,4,90,0,10,0,189.75,13.1082925796509,49.7512664794922,95.3201599121094,25.3454780578613,6.22480916976929,405.584930419922,342.523803710938,371.125946044922,360.996795654297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0950549989938736,21
"5027","PI585416.D1G0BACXX.7.250129886","Sorghum bicolor","Western Africa","NGA",10.34000015,10.26000023,4,90,0,10,0,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,372.805938720703,318.744750976562,346.763977050781,342.504821777344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.295639991760254,22
"5028","PI585417.D1G0BACXX.7.250129898","Sorghum bicolor","Western Africa","NGA",10.34000015,10.26000023,4,90,0,10,0,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,372.805938720703,318.744750976562,346.763977050781,342.504821777344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.295639991760254,22
"5029","PI585418.D1G0BACXX.7.250129907","Sorghum bicolor","Western Africa","NGA",10.34000015,10.26000023,4,90,0,10,0,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,372.805938720703,318.744750976562,346.763977050781,342.504821777344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.295639991760254,22
"5030","PI585423.D1G0BACXX.7.250129910","Sorghum bicolor","Western Africa","NGA",10.32999992,10.81999969,8,0,0,100,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,402.949249267578,342.978271484375,365.084869384766,359.369537353516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"5031","PI585448.D1G0BACXX.7.250129955","Sorghum bicolor","Western Africa","GHA",-0.839999974,9.399999619,8,0,0,100,0,193.591491699219,14.0320625305176,48.0146751403809,73.0830078125,22.0174331665039,36.4443016052246,381.838806152344,336.610900878906,340.22900390625,345.839172363281,1085,204,1000,NA,1700,459,1404,1939,913,261,100,100,NA,21
"5032","PI585449.D1G0BACXX.7.250129967","Sorghum bicolor","Western Africa","GHA",-0.839999974,9.399999619,8,0,0,100,0,193.591491699219,14.0320625305176,48.0146751403809,73.0830078125,22.0174331665039,36.4443016052246,381.838806152344,336.610900878906,340.22900390625,345.839172363281,1085,204,1000,NA,1700,459,1404,1939,913,261,100,100,NA,21
"5033","PI585452.D1G0BACXX.7.250129884","Sorghum bicolor","Western Africa","GHA",-0.810000002,10.77999973,8,0,0,100,0,447.863861083984,32.4624443054199,111.079437255859,169.073745727539,50.9361877441406,84.3119964599609,352.718841552734,315.770324707031,331.17724609375,326.546661376953,1085,204,1000,NA,1700,459,1404,1939,913,261,100,100,NA,20
"5034","PI585453.D1G0BACXX.7.250129896","Sorghum bicolor","Western Africa","GHA",-0.479999989,10.93000031,9,0,30,70,0,193.591491699219,10.5036935806274,23.5708484649658,91.4082183837891,11.8758335113525,56.2328987121582,350.565521240234,311.846435546875,327.299835205078,322.283294677734,838,227,NA,NA,1519,727,2935,2803,1060,NA,600,400,NA,20
"5035","PI585454.D1G0BACXX.7.250129922","Sorghum bicolor","Western Africa","GHA",-0.439999998,10.52000046,8,0,0,100,0,193.591491699219,10.5036935806274,23.5708484649658,91.4082183837891,11.8758335113525,56.2328987121582,350.565521240234,311.846435546875,327.299835205078,322.283294677734,1455,180,1000,NA,730,66,2062,2379,523,171,500,300,NA,21
"5036","PI585455.D1G0BACXX.7.250129934","Sorghum bicolor","Western Africa","GHA",-0.180000007,10.63000011,8,0,0,100,0,193.591491699219,10.5036935806274,23.5708484649658,91.4082183837891,11.8758335113525,56.2328987121582,350.565521240234,311.846435546875,327.299835205078,322.283294677734,1085,204,1000,NA,1700,459,1404,1939,913,261,100,100,NA,22
"5037","PI585456.D1G0BACXX.7.250129920","Sorghum bicolor","Western Africa","GHA",-0.180000007,10.63000011,8,0,0,100,0,193.591491699219,10.5036935806274,23.5708484649658,91.4082183837891,11.8758335113525,56.2328987121582,350.565521240234,311.846435546875,327.299835205078,322.283294677734,1085,204,1000,NA,1700,459,1404,1939,913,261,100,100,NA,22
"5038","PI585457.D1G0BACXX.7.250129932","Sorghum bicolor","Western Africa","GHA",-0.209999993,10.69999981,8,0,0,100,0,193.591491699219,10.5036935806274,23.5708484649658,91.4082183837891,11.8758335113525,56.2328987121582,350.565521240234,311.846435546875,327.299835205078,322.283294677734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0950110033154488,21
"5039","PI585461.D1G0BACXX.7.250129944","Sorghum bicolor","Western Africa","GHA",-0.180000007,11.06000042,9,0,30,70,0,447.863861083984,24.2997493743896,54.5299301147461,211.468139648438,27.4741230010986,130.091888427734,358.276275634766,313.350311279297,334.108703613281,328.064117431641,838,227,NA,NA,1519,727,2935,2803,1060,NA,600,400,NA,21
"5040","PI585467.D1G0BACXX.7.250129956","Sorghum bicolor","Western Africa","GHA",-0.209999993,9.909999847,8,0,10,90,0,193.591491699219,14.0320625305176,48.0146751403809,73.0830078125,22.0174331665039,36.4443016052246,361.729095458984,308.296478271484,320.112091064453,315.010711669922,1562,200,1000,NA,730,66,2137,2616,523,171,500,300,NA,22
"5041","PI585468.D1G0BACXX.7.250129885","Sorghum bicolor","Western Africa","GHA",-0.209999993,9.909999847,8,0,10,90,0,193.591491699219,14.0320625305176,48.0146751403809,73.0830078125,22.0174331665039,36.4443016052246,361.729095458984,308.296478271484,320.112091064453,315.010711669922,1562,200,1000,NA,730,66,2137,2616,523,171,500,300,NA,22
"5042","PI585469.D1G0BACXX.7.250129897","Sorghum bicolor","Western Africa","GHA",-0.209999993,9.909999847,8,0,10,90,0,193.591491699219,14.0320625305176,48.0146751403809,73.0830078125,22.0174331665039,36.4443016052246,361.729095458984,308.296478271484,320.112091064453,315.010711669922,1562,200,1000,NA,730,66,2137,2616,523,171,500,300,NA,22
"5043","PI585470.D1G0BACXX.7.250129909","Sorghum bicolor","Western Africa","GHA",-0.209999993,9.909999847,8,0,10,90,0,193.591491699219,14.0320625305176,48.0146751403809,73.0830078125,22.0174331665039,36.4443016052246,361.729095458984,308.296478271484,320.112091064453,315.010711669922,1562,200,1000,NA,730,66,2137,2616,523,171,500,300,NA,22
"5044","PI585471.D1G0BACXX.7.250129921","Sorghum bicolor","Western Africa","GHA",-1.100000024,10.96000004,8,0,0,100,0,503.846771240234,36.5202445983887,124.96435546875,190.207931518555,57.3031997680664,94.8509902954102,373.303771972656,340.428802490234,357.520965576172,349.852691650391,1085,204,1000,NA,1700,459,1404,1939,913,261,100,100,NA,22
"5045","PI585472.D1G0BACXX.7.250129933","Sorghum bicolor","Western Africa","GHA",-1.100000024,10.96000004,8,0,0,100,0,503.846771240234,36.5202445983887,124.96435546875,190.207931518555,57.3031997680664,94.8509902954102,373.303771972656,340.428802490234,357.520965576172,349.852691650391,1085,204,1000,NA,1700,459,1404,1939,913,261,100,100,NA,22
"5046","PI585572.D1G0BACXX.7.250129946","Sorghum bicolor","Eastern Africa","BDI",29.79000092,-4.130000114,2,30,10,10,50,350.999938964844,24.2477493286133,92.0299911499023,176.32341003418,46.8841171264648,11.5146646499634,535.505615234375,413.602233886719,464.819122314453,421.560272216797,237,50,NA,100,NA,NA,5039,5193,NA,NA,400,100,-0.220809996128082,22
"5047","PI585573.D1EYBACXX.8.250140220","Sorghum bicolor","Eastern Africa","BDI",29.79000092,-4.130000114,2,30,10,10,50,350.999938964844,24.2477493286133,92.0299911499023,176.32341003418,46.8841171264648,11.5146646499634,535.505615234375,413.602233886719,464.819122314453,421.560272216797,237,50,NA,100,NA,NA,5039,5193,NA,NA,400,100,-0.220809996128082,22
"5048","PI585574.D1G0BACXX.7.250129958","Sorghum bicolor","Eastern Africa","BDI",29.79000092,-4.130000114,2,30,10,10,50,350.999938964844,24.2477493286133,92.0299911499023,176.32341003418,46.8841171264648,11.5146646499634,535.505615234375,413.602233886719,464.819122314453,421.560272216797,237,50,NA,100,NA,NA,5039,5193,NA,NA,400,100,-0.220809996128082,22
"5049","PI585576.D1G0BACXX.7.250129970","Sorghum bicolor","Eastern Africa","BDI",30.21999931,-3.769999981,2,20,10,20,50,116.999992370605,7.25971412658691,23.7575950622559,69.3514022827148,15.5723609924316,1.05891180038452,597.52001953125,445.065216064453,516.857177734375,471.232513427734,194,21,NA,NA,NA,NA,4548,5133,NA,NA,NA,NA,-0.204009994864464,20
"5050","PI585577.D1EYBACXX.8.250140221","Sorghum bicolor","Eastern Africa","BDI",29.38999939,-3.099999905,5,50,0,10,40,NA,NA,NA,NA,NA,NA,653.257995605469,534.968383789062,581.331237792969,549.627868652344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"5051","PI585578.D1EYBACXX.8.250140222","Sorghum bicolor","Eastern Africa","BDI",29.37000084,-3.130000114,5,50,0,10,40,NA,NA,NA,NA,NA,NA,653.257995605469,534.968383789062,581.331237792969,549.627868652344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.225820004940033,22
"5052","PI585579.D1EYBACXX.8.250140223","Sorghum bicolor","Eastern Africa","BDI",29.42000008,-3.25,5,50,0,10,40,NA,NA,NA,NA,NA,NA,653.257995605469,534.968383789062,581.331237792969,549.627868652344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"5053","PI585580.D1EYBACXX.8.250140224","Sorghum bicolor","Eastern Africa","BDI",29.39999962,-3.25,5,50,0,10,40,NA,NA,NA,NA,NA,NA,653.257995605469,534.968383789062,581.331237792969,549.627868652344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247189998626709,23
"5054","PI585581.D1EYBACXX.8.250140225","Sorghum bicolor","Eastern Africa","BDI",29.39999962,-3.339999914,8,0,0,100,0,NA,NA,NA,NA,NA,NA,653.257995605469,534.968383789062,581.331237792969,549.627868652344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.191939994692802,23
"5055","PI585582.D1G0BACXX.7.250129887","Sorghum bicolor","Eastern Africa","BDI",29.39999962,-3.339999914,8,0,0,100,0,NA,NA,NA,NA,NA,NA,653.257995605469,534.968383789062,581.331237792969,549.627868652344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.191939994692802,23
"5056","PI585583.D1EYBACXX.8.250140226","Sorghum bicolor","Eastern Africa","BDI",29.34000015,-3.49000001,8,0,0,100,0,NA,NA,NA,NA,NA,NA,653.257995605469,534.968383789062,581.331237792969,549.627868652344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"5057","PI585590.D1EYBACXX.8.250140227","Sorghum bicolor","Eastern Africa","RWA",30.05999947,-1.950000048,2,20,0,10,70,350.999938964844,24.2477493286133,92.0299911499023,176.32341003418,46.8841171264648,11.5146646499634,621.996765136719,488.259521484375,555.440795898438,507.132049560547,246,54,NA,100,NA,NA,4914,5649,NA,NA,400,100,NA,28
"5058","PI585595.D1EYBACXX.8.250140228","Sorghum bicolor","Eastern Africa","RWA",29.62999916,-1.5,2,0,10,30,60,350.999938964844,24.2477493286133,92.0299911499023,176.32341003418,46.8841171264648,11.5146646499634,677.812805175781,539.034484863281,619.898254394531,573.278869628906,365,105,NA,NA,NA,NA,6958,8589,NA,NA,1100,1000,NA,28
"5059","PI585596.D1G0BACXX.7.250129899","Sorghum bicolor","Eastern Africa","RWA",30.05999947,-1.580000043,5,50,0,10,40,350.999938964844,24.2477493286133,92.0299911499023,176.32341003418,46.8841171264648,11.5146646499634,621.996765136719,488.259521484375,555.440795898438,507.132049560547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"5060","PI585600.D1G0BACXX.7.250129911","Sorghum bicolor","Eastern Africa","RWA",30.14999962,-1.75999999,5,50,0,10,40,350.999938964844,24.2477493286133,92.0299911499023,176.32341003418,46.8841171264648,11.5146646499634,621.996765136719,488.259521484375,555.440795898438,507.132049560547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"5061","PI585602.D1EYBACXX.8.250140229","Sorghum bicolor","Eastern Africa","RWA",30.14999962,-1.75999999,5,50,0,10,40,350.999938964844,24.2477493286133,92.0299911499023,176.32341003418,46.8841171264648,11.5146646499634,621.996765136719,488.259521484375,555.440795898438,507.132049560547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"5062","PI585607.D1EYBACXX.8.250140230","Sorghum bicolor","Eastern Africa","RWA",30.05999947,-1.929999948,2,20,0,10,70,350.999938964844,24.2477493286133,92.0299911499023,176.32341003418,46.8841171264648,11.5146646499634,621.996765136719,488.259521484375,555.440795898438,507.132049560547,246,54,NA,100,NA,NA,4914,5649,NA,NA,400,100,NA,26
"5063","PI585608.D1EYBACXX.8.250140231","Sorghum bicolor","Eastern Africa","RWA",30.05999947,-1.929999948,2,20,0,10,70,350.999938964844,24.2477493286133,92.0299911499023,176.32341003418,46.8841171264648,11.5146646499634,621.996765136719,488.259521484375,555.440795898438,507.132049560547,246,54,NA,100,NA,NA,4914,5649,NA,NA,400,100,NA,26
"5064","PI585609.D1EYBACXX.8.250140232","Sorghum bicolor","Eastern Africa","RWA",30.54000092,-2.160000086,2,20,0,10,70,116.999992370605,7.25971412658691,23.7575950622559,69.3514022827148,15.5723609924316,1.05891180038452,694.722717285156,563.930480957031,638.716125488281,591.734802246094,246,54,NA,100,NA,NA,4914,5649,NA,NA,400,100,-0.260320007801056,24
"5065","PI585971.D1G0BACXX.7.250129923","Sorghum bicolor","Western Africa","TGO",1.019999981,7.559999943,8,0,0,100,0,503.846771240234,27.3372135162354,61.3461647033691,237.901626586914,30.9083843231201,146.353363037109,362.130004882812,327.123657226562,335.767242431641,333.864379882812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.216460004448891,21
"5066","PI585981.D1G0BACXX.7.250129935","Sorghum bicolor","Western Africa","BEN",1.909999967,7.300000191,12,0,80,20,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,285.424163818359,272.927978515625,282.652587890625,284.644897460938,1571,367,1000,NA,730,66,2317,2702,523,171,400,300,-0.119159996509552,21
"5067","PI585984.D1EYBACXX.8.250140233","Sorghum bicolor","Western Africa","BEN",2.180000067,7.659999847,8,0,10,90,0,503.846771240234,36.5202445983887,124.96435546875,190.207931518555,57.3031997680664,94.8509902954102,281.327209472656,271.887329101562,280.018859863281,282.405975341797,1562,200,1000,NA,730,66,2137,2616,523,171,500,300,-0.262930005788803,22
"5068","PI585985.D1EYBACXX.8.250140234","Sorghum bicolor","Western Africa","BEN",2.180000067,7.659999847,8,0,10,90,0,503.846771240234,36.5202445983887,124.96435546875,190.207931518555,57.3031997680664,94.8509902954102,281.327209472656,271.887329101562,280.018859863281,282.405975341797,1562,200,1000,NA,730,66,2137,2616,523,171,500,300,-0.262930005788803,22
"5069","PI585987.D1EYBACXX.8.250140235","Sorghum bicolor","Western Africa","BEN",2.230000019,8.010000229,8,0,10,90,0,447.863861083984,32.4624443054199,111.079437255859,169.073745727539,50.9361877441406,84.3119964599609,304.887268066406,259.329315185547,276.765106201172,279.489532470703,1562,200,1000,NA,730,66,2137,2616,523,171,500,300,NA,22
"5070","PI585989.D1EYBACXX.8.250140236","Sorghum bicolor","Western Africa","BEN",2.5833335,8.4333339,8,0,10,90,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,300.850006103516,229.708450317383,255.023971557617,255.741363525391,1562,200,1000,NA,730,66,2137,2616,523,171,500,300,-0.0956469997763634,21
"5071","PI585991.D1EYBACXX.8.250140237","Sorghum bicolor","Western Africa","BEN",2.430000067,8.479999542,8,0,10,90,0,447.863861083984,32.4624443054199,111.079437255859,169.073745727539,50.9361877441406,84.3119964599609,304.887268066406,259.329315185547,276.765106201172,279.489532470703,1562,200,1000,NA,730,66,2137,2616,523,171,500,300,-0.079245999455452,22
"5072","PI585992.D1EYBACXX.8.250140238","Sorghum bicolor","Western Africa","BEN",2.599999905,8.880000114,8,0,10,90,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,370.865325927734,277.230041503906,296.482757568359,296.798431396484,1562,200,1000,NA,730,66,2137,2616,523,171,500,300,NA,22
"5073","PI586000.D1EYBACXX.8.250140239","Sorghum bicolor","Western Africa","BEN",3.160000086,10.21000004,8,0,10,90,0,447.863861083984,32.4624443054199,111.079437255859,169.073745727539,50.9361877441406,84.3119964599609,414.968566894531,333.490234375,353.669982910156,347.444488525391,1562,200,1000,NA,730,66,2137,2616,523,171,500,300,NA,20
"5074","PI586008.D1EYBACXX.8.250140240","Sorghum bicolor","Western Africa","BEN",2.630000114,10.05000019,8,0,10,90,0,447.863861083984,32.4624443054199,111.079437255859,169.073745727539,50.9361877441406,84.3119964599609,390.309539794922,337.849822998047,350.427062988281,347.534118652344,1562,200,1000,NA,730,66,2137,2616,523,171,500,300,-0.10394000262022,21
"5075","PI586028.D1EYBACXX.8.250140241","Sorghum bicolor","Southern Africa","ZMB",25.75,-13.75,2,10,0,20,70,63.2499961853027,3.92458915710449,12.843316078186,37.4912528991699,8.41839122772217,0.572445929050446,541.42626953125,427.427459716797,480.523468017578,441.625,256,58,NA,100,NA,NA,4875,5672,NA,NA,400,200,-0.147709995508194,22
"5076","PI586032.D1EYBACXX.8.250140242","Sorghum bicolor","Southern Africa","ZMB",25.25,-13,2,10,0,20,70,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,495.394195556641,382.273040771484,438.286743164062,395.474548339844,256,58,NA,100,NA,NA,4875,5672,NA,NA,400,200,-0.0601180009543896,21
"5077","PI586033.D1EYBACXX.8.250140243","Sorghum bicolor","Southern Africa","ZMB",24.75,-13.17000008,2,0,40,10,50,206.999984741211,14.299955368042,54.2741050720215,103.985618591309,27.6496086120605,6.79070043563843,364.105407714844,313.578186035156,327.8349609375,315.702758789062,1123,394,NA,100,NA,NA,3318,3877,NA,NA,300,100,-0.0652939975261688,21
"5078","PI586034.D1EYBACXX.8.250140244","Sorghum bicolor","Southern Africa","ZMB",25.5,-12.25,1,0,0,10,90,63.2499961853027,3.92458915710449,12.843316078186,37.4912528991699,8.41839122772217,0.572445929050446,619.732116699219,509.468811035156,512.794616699219,511.489501953125,227,51,NA,100,NA,NA,4853,5826,NA,NA,400,100,-0.136509999632835,24
"5079","PI586035.D1EYBACXX.8.250140245","Sorghum bicolor","Southern Africa","ZMB",28.75,-10.17000008,1,10,0,10,80,63.2499961853027,3.92458915710449,12.843316078186,37.4912528991699,8.41839122772217,0.572445929050446,495.118225097656,432.232543945312,442.698181152344,444.073150634766,218,42,NA,100,NA,NA,5077,5539,NA,NA,400,100,-0.112290002405643,22
"5080","PI586036.D1EYBACXX.8.250140246","Sorghum bicolor","Southern Africa","ZMB",30.07999992,-9.5,2,10,0,20,70,104,6.45307970046997,21.1178665161133,61.6457023620605,13.8420991897583,0.941255033016205,592.914794921875,462.490966796875,512.030334472656,484.385864257812,256,58,NA,100,NA,NA,4875,5672,NA,NA,400,200,-0.139019995927811,22
